"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","imprinted_status"
"438","ENSG00000143001","TMEM61","1",54980628,54992288,"normal"
"439","ENSG00000229716","RPL23AP19","1",8831007,8831375,"normal"
"440","ENSG00000226133","LINC02794","1",48050659,48091736,"normal"
"441","ENSG00000227416","","1",37782457,37782885,"normal"
"442","ENSG00000232335","","1",35739389,35743576,"normal"
"443","ENSG00000260971","","1",56154545,56477687,"normal"
"444","ENSG00000259832","CYP4A26P","1",46967679,46967874,"normal"
"445","ENSG00000284696","LINC02808","1",50229662,50321192,"normal"
"446","ENSG00000238242","LINC02778","1",60114875,60149784,"normal"
"447","ENSG00000285839","","1",52020153,52033350,"normal"
"448","ENSG00000237290","LINC01343","1",38209034,38214806,"normal"
"449","ENSG00000232762","","1",53304536,53307462,"normal"
"450","ENSG00000117419","ERI3","1",44221070,44355260,"normal"
"451","ENSG00000162384","CZIB","1",53214099,53220634,"normal"
"452","ENSG00000162391","FAM151A","1",54609181,54623556,"normal"
"453","ENSG00000174348","PODN","1",53062052,53085501,"normal"
"454","ENSG00000154198","CYP4Z2P","1",46843095,46900437,"normal"
"455","ENSG00000117859","OSBPL9","1",51577179,51798427,"normal"
"456","ENSG00000228121","PHBP3","1",58999676,59000494,"normal"
"457","ENSG00000253313","C1orf210","1",43281877,43285617,"normal"
"458","ENSG00000162396","PARS2","1",54756898,54764523,"normal"
"459","ENSG00000203995","ZYG11A","1",52842511,52894998,"normal"
"460","ENSG00000227742","CALR4P","1",51561866,51594897,"normal"
"461","ENSG00000284686","","1",56173433,56524495,"normal"
"462","ENSG00000162378","ZYG11B","1",52726453,52827336,"normal"
"463","ENSG00000233079","LINC01755","1",55868254,55950119,"normal"
"464","ENSG00000162599","NFIA","1",60865259,61462788,"normal"
"465","ENSG00000259818","CZIB-DT","1",53220663,53224253,"normal"
"466","ENSG00000229444","ST3GAL3-AS1","1",43709392,43727343,"normal"
"467","ENSG00000240563","L1TD1","1",62194849,62212328,"normal"
"468","ENSG00000234318","","1",62896009,62901639,"normal"
"469","ENSG00000284773","","1",34974356,34985313,"normal"
"470","ENSG00000234481","","1",36769812,36775768,"normal"
"471","ENSG00000117862","TXNDC12","1",52020131,52055191,"normal"
"472","ENSG00000235612","","1",56145721,56155224,"normal"
"473","ENSG00000228369","TXNDC12-AS1","1",52050918,52052683,"normal"
"474","ENSG00000183431","SF3A3","1",37956975,37990075,"normal"
"475","ENSG00000227485","","1",63024207,63025658,"normal"
"476","ENSG00000224609","FGGY-DT","1",59131932,59296491,"normal"
"477","ENSG00000235545","DOCK7-DT","1",62688482,62710694,"normal"
"478","ENSG00000236646","LAMTOR5P1","1",62038842,62039111,"normal"
"479","ENSG00000169174","PCSK9","1",55039447,55064852,"normal"
"480","ENSG00000232198","MTCO2P34","1",55372710,55373316,"normal"
"481","ENSG00000231622","RPS29P7","1",65154480,65154650,"normal"
"482","ENSG00000238063","LINC01685","1",38474825,38516520,"normal"
"483","ENSG00000235804","","1",65077413,65078131,"normal"
"484","ENSG00000227104","PIGQP1","1",55938714,55939280,"normal"
"485","ENSG00000243725","TTC4","1",54715861,54742657,"normal"
"486","ENSG00000171872","KLF17","1",44118821,44135140,"normal"
"487","ENSG00000162407","PLPP3","1",56494761,56645301,"normal"
"488","ENSG00000285079","","1",65703962,65714847,"normal"
"489","ENSG00000169218","RSPO1","1",37611350,37634892,"normal"
"490","ENSG00000163877","SNIP1","1",37534449,37554293,"normal"
"491","ENSG00000228929","RPS13P2","1",52772194,52772648,"normal"
"492","ENSG00000224570","","1",65576129,65578380,"normal"
"493","ENSG00000224980","RPL23AP85","1",56585612,56586242,"normal"
"494","ENSG00000185031","SLC2A3P2","1",64984608,64986087,"normal"
"495","ENSG00000278967","","1",62607766,62609584,"normal"
"496","ENSG00000157184","CPT2","1",53196792,53214197,"normal"
"497","ENSG00000272491","","1",48227888,48229561,"normal"
"498","ENSG00000198815","FOXJ3","1",42176539,42335877,"normal"
"499","ENSG00000134744","TUT4","1",52408282,52553487,"normal"
"500","ENSG00000233910","GTF2F2P2","1",40593633,40594353,"normal"
"501","ENSG00000287703","","1",34640157,34685732,"normal"
"502","ENSG00000283039","KLF18","1",44137821,44141631,"normal"
"503","ENSG00000229032","","1",51980473,51980814,"normal"
"504","ENSG00000229294","","1",65279456,65306521,"normal"
"505","ENSG00000184292","TACSTD2","1",58575433,58577252,"normal"
"506","ENSG00000187140","FOXD3","1",63322567,63325128,"normal"
"507","ENSG00000226754","MAGOH-DT","1",53238550,53246482,"normal"
"508","ENSG00000232993","","1",53069938,53085502,"normal"
"509","ENSG00000234088","RPS15AP7","1",62190522,62190926,"normal"
"510","ENSG00000236973","GAPDHP51","1",51707138,51708137,"normal"
"511","ENSG00000227947","LINC01738","1",47688463,47704029,"normal"
"512","ENSG00000277397","","1",53180921,53186900,"normal"
"513","ENSG00000271200","PATJ-DT","1",61741998,61742424,"normal"
"514","ENSG00000235446","LINC02791","1",69215835,69249477,"normal"
"515","ENSG00000261196","CYP4A43P","1",46994382,46994502,"normal"
"516","ENSG00000224209","LINC00466","1",63159083,63317274,"normal"
"517","ENSG00000237853","NFIA-AS1","1",61248945,61253510,"normal"
"518","ENSG00000162385","MAGOH","1",53226900,53238518,"normal"
"519","ENSG00000231413","","1",48078787,48082196,"normal"
"520","ENSG00000234264","DEPDC1-AS1","1",68496676,68538627,"normal"
"521","ENSG00000242391","","1",52881216,52881730,"normal"
"522","ENSG00000223883","LINC01707","1",69055838,69229607,"normal"
"523","ENSG00000284808","","1",61481087,61533271,"normal"
"524","ENSG00000242267","SKINT1L","1",48096092,48182428,"normal"
"525","ENSG00000237227","","1",62208136,62208442,"normal"
"526","ENSG00000275350","","1",38383838,38384422,"normal"
"527","ENSG00000116652","DLEU2L","1",63547082,63550636,"normal"
"528","ENSG00000203605","","1",63139250,63163153,"normal"
"529","ENSG00000123080","CDKN2C","1",50960745,50974634,"normal"
"530","ENSG00000285778","","1",73787370,73915340,"normal"
"531","ENSG00000077549","CAPZB","1",19338775,19485539,"normal"
"532","ENSG00000233407","","1",50206084,50223127,"normal"
"533","ENSG00000225675","LRP8-DT","1",53328233,53336509,"normal"
"534","ENSG00000237622","ELOCP18","1",68375327,68375663,"normal"
"535","ENSG00000162598","C1orf87","1",59987269,60073770,"normal"
"536","ENSG00000280317","","1",72979014,72979314,"normal"
"537","ENSG00000162415","ZSWIM5","1",45016399,45306209,"normal"
"538","ENSG00000162600","OMA1","1",58415384,58546802,"normal"
"539","ENSG00000116704","SLC35D1","1",66999350,67054148,"normal"
"540","ENSG00000227644","HIGD1AP11","1",53073110,53073389,"normal"
"541","ENSG00000157193","LRP8","1",53242364,53328469,"normal"
"542","ENSG00000116205","TCEANC2","1",54053584,54112519,"normal"
"543","ENSG00000198841","KTI12","1",52032103,52033810,"normal"
"544","ENSG00000116212","LRRC42","1",53946085,53968168,"normal"
"545","ENSG00000234204","PIGPP2","1",62189131,62189953,"normal"
"546","ENSG00000233099","","1",77346046,77349585,"normal"
"547","ENSG00000233994","GDI2P2","1",72274552,72275159,"normal"
"548","ENSG00000237180","CYP46A4P","1",48089368,48089634,"normal"
"549","ENSG00000213561","","1",78043383,78044148,"normal"
"550","ENSG00000234496","MRPS21P1","1",65092392,65092614,"normal"
"551","ENSG00000233973","LINC01360","1",73305609,73355253,"normal"
"552","ENSG00000237552","LINC02567","1",76758124,76779267,"normal"
"553","ENSG00000132854","KANK4","1",62236165,62319434,"normal"
"554","ENSG00000227556","","1",78317157,78317263,"normal"
"555","ENSG00000162616","DNAJB4","1",77979175,78017964,"normal"
"556","ENSG00000271355","","1",47483698,47484162,"normal"
"557","ENSG00000162607","USP1","1",62436297,62451804,"normal"
"558","ENSG00000233602","ERI3-IT1","1",44243408,44244273,"normal"
"559","ENSG00000233271","","1",54980950,54992274,"normal"
"560","ENSG00000285954","","1",53344031,53365473,"normal"
"561","ENSG00000233333","RNFT1P2","1",78170481,78171237,"normal"
"562","ENSG00000154027","AK5","1",77282019,77559966,"normal"
"563","ENSG00000234108","","1",80495903,80496233,"normal"
"564","ENSG00000232676","ADH5P2","1",79521080,79522203,"normal"
"565","ENSG00000225167","TXNP2","1",68514375,68514669,"normal"
"566","ENSG00000132122","SPATA6","1",48295373,48472208,"normal"
"567","ENSG00000213579","","1",75582099,75582555,"normal"
"568","ENSG00000137960","GIPC2","1",77979542,78138444,"normal"
"569","ENSG00000237852","","1",65486406,65494188,"normal"
"570","ENSG00000116745","RPE65","1",68428822,68449954,"normal"
"571","ENSG00000132855","ANGPTL3","1",62597520,62606313,"normal"
"572","ENSG00000285407","","1",68679202,68943452,"normal"
"573","ENSG00000272506","","1",65003470,65004087,"normal"
"574","ENSG00000172380","GNG12","1",67701475,67833467,"normal"
"575","ENSG00000286429","","1",63487957,63508204,"normal"
"576","ENSG00000272855","","1",76636877,76637339,"normal"
"577","ENSG00000270549","","1",62530636,62530873,"normal"
"578","ENSG00000237163","","1",62905180,62905482,"normal"
"579","ENSG00000229636","KRT8P21","1",73104792,73106282,"normal"
"580","ENSG00000116675","DNAJC6","1",65248219,65415871,"normal"
"581","ENSG00000162433","AK4","1",65147549,65232145,"normal"
"582","ENSG00000213625","LEPROT","1",65420587,65436007,"normal"
"583","ENSG00000227207","RPL31P12","1",72301472,72301829,"normal"
"584","ENSG00000227016","LINC02796","1",72765031,72791282,"normal"
"585","ENSG00000233664","NDUFS5P3","1",52709122,52709442,"normal"
"586","ENSG00000237928","NFIA-AS2","1",60912675,61056885,"normal"
"587","ENSG00000158966","CACHD1","1",64470129,64693058,"normal"
"588","ENSG00000213703","","1",62641122,62641667,"normal"
"589","ENSG00000203965","EFCAB7","1",63523372,63572693,"normal"
"590","ENSG00000223479","LINC02238","1",73635216,73715214,"normal"
"591","ENSG00000233674","","1",43743471,43743741,"normal"
"592","ENSG00000153898","MCOLN2","1",84925583,84997113,"normal"
"593","ENSG00000233290","","1",82212413,82848205,"normal"
"594","ENSG00000117069","ST6GALNAC5","1",76867480,77067546,"normal"
"595","ENSG00000286918","","1",58546168,58563897,"normal"
"596","ENSG00000228734","","1",63249920,63251771,"normal"
"597","ENSG00000125703","ATG4C","1",62784132,62865516,"normal"
"598","ENSG00000285041","","1",68633701,68640425,"normal"
"599","ENSG00000185839","","1",58630841,58631530,"normal"
"600","ENSG00000285808","LINC02797","1",72793104,72854475,"normal"
"601","ENSG00000275678","","1",67121605,67123956,"normal"
"602","ENSG00000229440","","1",68381441,68381657,"normal"
"603","ENSG00000234144","COX6CP13","1",65298755,65298980,"normal"
"604","ENSG00000226891","LINC01359","1",64972225,65002489,"normal"
"605","ENSG00000213540","TXN2P1","1",84085741,84086233,"normal"
"606","ENSG00000277670","","1",80124004,80124361,"normal"
"607","ENSG00000227466","PDE4B-AS1","1",66042500,66050718,"normal"
"608","ENSG00000154007","ASB17","1",75918873,75932404,"normal"
"609","ENSG00000225242","COX6B1P7","1",68282388,68282622,"normal"
"610","ENSG00000230498","","1",77081984,77086402,"normal"
"611","ENSG00000229554","RPL21P24","1",47497894,47498341,"normal"
"612","ENSG00000285782","","1",83397555,83425353,"normal"
"613","ENSG00000162618","ADGRL4","1",78889764,79282124,"normal"
"614","ENSG00000224493","","1",75521562,75522231,"normal"
"615","ENSG00000131233","GJA9","1",38874069,38881587,"normal"
"616","ENSG00000272371","","1",52554818,52555273,"normal"
"617","ENSG00000287647","","1",77431314,77437604,"normal"
"618","ENSG00000229225","","1",63078081,63079031,"normal"
"619","ENSG00000230863","","1",75641178,75724049,"normal"
"620","ENSG00000271576","PRKACB-DT","1",84076331,84077931,"normal"
"621","ENSG00000213560","","1",78091499,78092054,"normal"
"622","ENSG00000287224","","1",61588049,61589904,"normal"
"623","ENSG00000225598","","1",80373364,80374621,"normal"
"624","ENSG00000227883","ATP6V0E1P4","1",47550196,47550753,"normal"
"625","ENSG00000286455","","1",63011197,63018614,"normal"
"626","ENSG00000225087","","1",72636547,72899240,"normal"
"627","ENSG00000224986","PPP1R8P1","1",48325080,48326123,"normal"
"628","ENSG00000280378","","1",54033126,54034880,"normal"
"629","ENSG00000188786","MTF1","1",37809574,37859592,"normal"
"630","ENSG00000162434","JAK1","1",64833229,65067754,"normal"
"631","ENSG00000230053","","1",88498309,88498676,"normal"
"632","ENSG00000137941","TTLL7","1",83865024,83999150,"normal"
"633","ENSG00000273338","","1",78004346,78004554,"normal"
"634","ENSG00000116717","GADD45A","1",67685201,67688334,"normal"
"635","ENSG00000223720","","1",48172972,48206857,"normal"
"636","ENSG00000224326","","1",80534978,80584363,"normal"
"637","ENSG00000286548","","1",89427533,89525472,"normal"
"638","ENSG00000066135","KDM4A","1",43650149,43705518,"normal"
"639","ENSG00000230027","","1",76041691,76066349,"normal"
"640","ENSG00000233061","TTLL7-IT1","1",83979118,83984300,"normal"
"641","ENSG00000272094","","1",90860550,90862920,"normal"
"642","ENSG00000228853","NEGR1-IT1","1",71794232,71837012,"normal"
"643","ENSG00000215874","CAPNS1P1","1",89394033,89394665,"normal"
"644","ENSG00000232453","LINC02777","1",58882868,58931897,"normal"
"645","ENSG00000260386","LDC1P","1",31500085,31509648,"normal"
"646","ENSG00000284895","","1",41585306,41628816,"normal"
"647","ENSG00000117174","ZNHIT6","1",85649417,85708433,"normal"
"648","ENSG00000237413","MGC27382","1",78229599,78369464,"normal"
"649","ENSG00000184313","MROH7","1",54641754,54710266,"normal"
"650","ENSG00000284645","","1",50252569,50258994,"normal"
"651","ENSG00000225605","","1",75926454,76019356,"normal"
"652","ENSG00000225446","LINC01763","1",90851122,90855253,"normal"
"653","ENSG00000288543","","1",77067920,77078482,"normal"
"654","ENSG00000122420","PTGFR","1",78303884,78540701,"normal"
"655","ENSG00000284240","LINC02801","1",87212669,87264741,"normal"
"656","ENSG00000236290","EEF1GP7","1",52573114,52573816,"normal"
"657","ENSG00000143013","LMO4","1",87328880,87348923,"normal"
"658","ENSG00000226084","","1",77129114,77129668,"normal"
"659","ENSG00000134748","PRPF38A","1",52404602,52420836,"normal"
"660","ENSG00000142892","PIGK","1",77088989,77219430,"normal"
"661","ENSG00000219102","HNRNPA3P12","1",53974969,53976031,"normal"
"662","ENSG00000184005","ST6GALNAC3","1",76074746,76634603,"normal"
"663","ENSG00000230953","","1",52920422,52920596,"normal"
"664","ENSG00000287743","","1",40659848,40667480,"normal"
"665","ENSG00000229332","PGBD4P8","1",60097415,60097976,"normal"
"666","ENSG00000227937","MTND2P30","1",81080790,81081171,"normal"
"667","ENSG00000229752","RPL7P10","1",81098267,81099005,"normal"
"668","ENSG00000237505","PKN2-AS1","1",87620803,88685204,"normal"
"669","ENSG00000285462","LINC02792","1",79325008,79346445,"normal"
"670","ENSG00000233216","","1",58228682,58229003,"normal"
"671","ENSG00000197273","GUCA2A","1",42162690,42164745,"normal"
"672","ENSG00000226804","","1",44150594,44151753,"normal"
"673","ENSG00000285325","","1",84785427,84786714,"normal"
"674","ENSG00000230728","","1",54621477,54628438,"normal"
"675","ENSG00000162402","USP24","1",55066359,55215364,"normal"
"676","ENSG00000232846","SLC25A6P3","1",51709062,51709940,"normal"
"677","ENSG00000219201","","1",77810861,77811781,"normal"
"678","ENSG00000230787","PSAT1P3","1",79054945,79056055,"normal"
"679","ENSG00000116641","DOCK7","1",62454298,62688386,"normal"
"680","ENSG00000235927","NEXN-AS1","1",77881348,77889539,"normal"
"681","ENSG00000223920","","1",61654194,61654908,"normal"
"682","ENSG00000237453","","1",54792885,54794905,"normal"
"683","ENSG00000172260","NEGR1","1",71395943,72282539,"normal"
"684","ENSG00000285473","","1",68974010,69023558,"normal"
"685","ENSG00000237959","RPL36AP10","1",88577880,88578201,"normal"
"686","ENSG00000231364","LINC01712","1",83445967,83480024,"normal"
"687","ENSG00000234578","","1",53267935,53268601,"normal"
"688","ENSG00000117480","FAAH","1",46394317,46413848,"normal"
"689","ENSG00000137944","KYAT3","1",88935773,88992953,"normal"
"690","ENSG00000229505","","1",86029854,86030589,"normal"
"691","ENSG00000228187","","1",77194825,77195395,"normal"
"692","ENSG00000285201","","1",84038529,84065031,"normal"
"693","ENSG00000182183","SHISAL2A","1",52633168,52669683,"normal"
"694","ENSG00000236407","HMGB1P18","1",80283352,80283970,"normal"
"695","ENSG00000236915","CLCA4-AS1","1",86571181,86696311,"normal"
"696","ENSG00000271949","","1",89633140,89933250,"normal"
"697","ENSG00000227062","","1",80464301,80464718,"normal"
"698","ENSG00000067334","DNTTIP2","1",93866284,93879918,"normal"
"699","ENSG00000235011","","1",79323769,79324863,"normal"
"700","ENSG00000235673","","1",37840986,37841676,"normal"
"701","ENSG00000226938","","1",53348488,53349233,"normal"
"702","ENSG00000213559","HNRNPA1P64","1",80451083,80452004,"normal"
"703","ENSG00000287587","","1",42036143,42051784,"normal"
"704","ENSG00000142949","PTPRF","1",43525187,43623666,"normal"
"705","ENSG00000116133","DHCR24","1",54849627,54887195,"normal"
"706","ENSG00000232882","PHKA1P1","1",90892992,90893612,"normal"
"707","ENSG00000171502","COL24A1","1",85729233,86156943,"normal"
"708","ENSG00000162399","BSND","1",54998933,55017172,"normal"
"709","ENSG00000116157","GPX7","1",52602371,52609051,"normal"
"710","ENSG00000143036","SLC44A3","1",94820342,94895246,"normal"
"711","ENSG00000232672","ACTG1P21","1",77773865,77774864,"normal"
"712","ENSG00000230817","LINC01362","1",82903183,83166815,"normal"
"713","ENSG00000235613","NSRP1P1","1",77847110,77848802,"normal"
"714","ENSG00000065243","PKN2","1",88684222,88836255,"normal"
"715","ENSG00000226759","DAB1-AS1","1",57860532,57880905,"normal"
"716","ENSG00000226960","MTCO1P21","1",93927714,93928302,"normal"
"717","ENSG00000233877","","1",64941979,64942365,"normal"
"718","ENSG00000234080","","1",50326131,50327007,"normal"
"719","ENSG00000237899","","1",40669089,40687588,"normal"
"720","ENSG00000234784","","1",64918443,64918683,"normal"
"721","ENSG00000225492","GBP1P1","1",89407679,89426243,"normal"
"722","ENSG00000223905","","1",76353583,76354246,"normal"
"723","ENSG00000227290","LINC01364","1",87353521,87371683,"normal"
"724","ENSG00000229486","","1",84015865,84018371,"normal"
"725","ENSG00000223683","RPSAP65","1",63262113,63262707,"normal"
"726","ENSG00000282898","","1",79323769,79324852,"normal"
"727","ENSG00000285409","","1",79967733,80051404,"normal"
"728","ENSG00000231090","MIR4422HG","1",55217645,55324691,"normal"
